,Abbrev,State,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Vote weight,Party
833,NH,New Hampshire,Union,1916,4.0,89127,139929.0,0.48,2.55,22282.0,1.57,Democrat
834,NJ,New Jersey,Union,1916,14.0,494442,489498.0,2.67,14.16,35317.0,0.99,Republican
835,NM,New Mexico,Postbellum,1916,3.0,66787,104856.0,0.36,1.91,22262.0,1.57,Democrat
836,NY,New York,Union,1916,45.0,1706305,1569801.0,9.21,48.88,37918.0,0.92,Republican
837,NC,North Carolina,Confederate,1916,12.0,289837,420264.0,1.56,8.3,24153.0,1.45,Democrat
838,ND,North Dakota,Postbellum,1916,5.0,115390,174239.0,0.62,3.31,23078.0,1.51,Democrat
839,OH,Ohio,Union,1916,24.0,1165086,838862.0,6.29,33.37,48545.0,0.72,Democrat
840,OK,Oklahoma,Postbellum,1916,10.0,292753,348376.0,1.58,8.39,29275.0,1.19,Democrat
841,OR,Oregon,Union,1916,5.0,261650,175306.0,1.41,7.5,52330.0,0.67,Republican
842,PA,Pennsylvania,Union,1916,38.0,1297189,1323133.0,7.0,37.16,34137.0,1.02,Republican
843,RI,Rhode Island,Union,1916,5.0,87816,174754.0,0.47,2.52,17563.0,1.99,Republican
844,SC,South Carolina,Confederate,1916,9.0,63952,314004.0,0.35,1.83,7106.0,4.91,Democrat
845,SD,South Dakota,Postbellum,1916,5.0,128942,174072.0,0.7,3.69,25788.0,1.35,Republican
846,TN,Tennessee,Confederate,1916,12.0,272190,419173.0,1.47,7.8,22682.0,1.54,Democrat
847,TX,Texas,Confederate,1916,20.0,372467,696513.0,2.01,10.67,18623.0,1.87,Democrat
848,UT,Utah,Postbellum,1916,4.0,143146,140283.0,0.77,4.1,35786.0,0.98,Democrat
849,VT,Vermont,Union,1916,4.0,64475,139911.0,0.35,1.85,16119.0,2.17,Republican
850,VA,Virginia,Confederate,1916,12.0,152025,419589.0,0.82,4.35,12669.0,2.76,Democrat
851,WA,Washington,Postbellum,1916,7.0,380994,243836.0,2.06,10.91,54428.0,0.64,Democrat
852,WV,West Virginia,Border,1916,8.0,289852,278258.0,1.56,8.3,36232.0,0.96,Republican
853,WI,Wisconsin,Union,1916,13.0,447134,451605.0,2.41,12.81,34395.0,1.01,Republican
854,WY,Wyoming,Postbellum,1916,3.0,51840,104717.0,0.28,1.49,17280.0,2.02,Democrat
855,AL,Alabama,Confederate,1920,12.0,237638,605977.0,0.89,4.71,19803.0,2.55,Democrat
856,AZ,Arizona,Postbellum,1920,3.0,66562,151096.0,0.25,1.32,22187.0,2.27,Republican
857,AR,Arkansas,Confederate,1920,9.0,183637,453583.0,0.69,3.64,20404.0,2.47,Democrat
858,CA,California,Union,1920,13.0,944050,651394.0,3.53,18.73,72619.0,0.69,Republican
859,CO,Colorado,Postbellum,1920,6.0,292053,303735.0,1.09,5.79,48676.0,1.04,Republican
860,CT,Connecticut,Union,1920,7.0,365518,354552.0,1.37,7.25,52217.0,0.97,Republican
861,DE,Delaware,Border,1920,3.0,94875,150851.0,0.35,1.88,31625.0,1.59,Republican
862,FL,Florida,Confederate,1920,6.0,145681,303016.0,0.54,2.89,24280.0,2.08,Democrat
863,GA,Georgia,Confederate,1920,14.0,148251,705675.0,0.55,2.94,10589.0,4.76,Democrat
864,ID,Idaho,Postbellum,1920,4.0,135624,202080.0,0.51,2.69,33906.0,1.49,Republican
865,IL,Illinois,Union,1920,29.0,2094714,1466300.0,7.83,41.56,72232.0,0.7,Republican
866,IN,Indiana,Union,1920,15.0,1262964,757778.0,4.72,25.06,84198.0,0.6,Republican
867,IA,Iowa,Union,1920,13.0,895082,653410.0,3.34,17.76,68852.0,0.73,Republican
868,KS,Kansas,Union,1920,10.0,570318,501880.0,2.13,11.31,57032.0,0.88,Republican
869,KY,Kentucky,Border,1920,13.0,918708,652283.0,3.43,18.23,70670.0,0.71,Democrat
870,LA,Louisiana,Confederate,1920,10.0,126396,504320.0,0.47,2.51,12640.0,3.99,Democrat
871,ME,Maine,Union,1920,6.0,197840,302695.0,0.74,3.93,32973.0,1.53,Republican
872,MD,Maryland,Border,1920,8.0,428443,402736.0,1.6,8.5,53555.0,0.94,Republican
873,MA,Massachusetts,Union,1920,18.0,993718,904283.0,3.71,19.71,55207.0,0.91,Republican
874,MI,Michigan,Union,1920,15.0,1048411,754856.0,3.92,20.8,69894.0,0.72,Republican
875,MN,Minnesota,Union,1920,12.0,735838,603387.0,2.75,14.6,61320.0,0.82,Republican
876,MS,Mississippi,Confederate,1920,10.0,82492,504026.0,0.31,1.64,8249.0,6.11,Democrat
877,MO,Missouri,Border,1920,18.0,1332800,906304.0,4.98,26.44,74044.0,0.68,Republican
878,MT,Montana,Postbellum,1920,4.0,179006,202277.0,0.67,3.55,44752.0,1.13,Republican
879,NE,Nebraska,Postbellum,1920,8.0,382743,401880.0,1.43,7.59,47843.0,1.05,Republican
880,NV,Nevada,Postbellum,1920,3.0,27194,151199.0,0.1,0.54,9065.0,5.56,Republican
881,NH,New Hampshire,Union,1920,4.0,159092,202047.0,0.59,3.16,39773.0,1.27,Republican
882,NJ,New Jersey,Union,1920,14.0,903943,705076.0,3.38,17.93,64567.0,0.78,Republican
883,NM,New Mexico,Postbellum,1920,3.0,105406,150731.0,0.39,2.09,35135.0,1.43,Republican
884,NY,New York,Union,1920,45.0,2898513,2260840.0,10.83,57.5,64411.0,0.78,Republican
885,NC,North Carolina,Confederate,1920,12.0,538741,603390.0,2.01,10.69,44895.0,1.12,Democrat
886,ND,North Dakota,Postbellum,1920,5.0,205776,251047.0,0.77,4.08,41155.0,1.22,Republican
887,OH,Ohio,Union,1920,24.0,2021653,1212992.0,7.55,40.11,84236.0,0.6,Republican
888,OK,Oklahoma,Postbellum,1920,10.0,486610,506074.0,1.82,9.65,48661.0,1.04,Republican
889,OR,Oregon,Union,1920,5.0,238522,252833.0,0.89,4.73,47704.0,1.06,Republican
890,PA,Pennsylvania,Union,1920,38.0,1852616,1908194.0,6.92,36.75,48753.0,1.03,Republican
891,RI,Rhode Island,Union,1920,5.0,167981,251972.0,0.63,3.33,33596.0,1.5,Republican
892,SC,South Carolina,Confederate,1920,9.0,66808,453626.0,0.25,1.33,7423.0,6.79,Democrat
893,SD,South Dakota,Postbellum,1920,5.0,182237,251487.0,0.68,3.62,36447.0,1.38,Republican
894,TN,Tennessee,Confederate,1920,12.0,428626,604363.0,1.6,8.5,35719.0,1.41,Republican
895,TX,Texas,Confederate,1920,20.0,486641,1007347.0,1.82,9.65,24332.0,2.07,Democrat
896,UT,Utah,Postbellum,1920,4.0,145828,201243.0,0.54,2.89,36457.0,1.38,Republican
897,VT,Vermont,Union,1920,4.0,89961,201513.0,0.34,1.78,22490.0,2.24,Republican
898,VA,Virginia,Confederate,1920,12.0,231033,605306.0,0.86,4.58,19253.0,2.62,Democrat
899,WA,Washington,Postbellum,1920,7.0,398715,350869.0,1.49,7.91,56959.0,0.88,Republican
900,WV,West Virginia,Border,1920,8.0,509942,402854.0,1.91,10.12,63743.0,0.79,Republican
901,WI,Wisconsin,Union,1920,13.0,701280,652190.0,2.62,13.91,53945.0,0.93,Republican
902,WY,Wyoming,Postbellum,1920,3.0,54700,150972.0,0.2,1.09,18233.0,2.76,Republican
903,AL,Alabama,Confederate,1924,12.0,166593,658042.0,0.57,3.04,13883.0,3.95,Democrat
904,AZ,Arizona,Postbellum,1924,3.0,73961,164193.0,0.25,1.35,24654.0,2.22,Republican
905,AR,Arkansas,Confederate,1924,9.0,138532,493174.0,0.48,2.53,15392.0,3.56,Democrat
906,CA,California,Union,1924,13.0,1281900,717864.0,4.41,23.39,98608.0,0.56,Republican
907,CO,Colorado,Postbellum,1924,6.0,342260,328570.0,1.18,6.25,57043.0,0.96,Republican
908,CT,Connecticut,Union,1924,7.0,400295,384283.0,1.38,7.31,57185.0,0.96,Republican
909,DE,Delaware,Border,1924,3.0,90885,164502.0,0.31,1.66,30295.0,1.81,Republican
910,FL,Florida,Confederate,1924,6.0,109154,328554.0,0.38,1.99,18192.0,3.01,Democrat
911,GA,Georgia,Confederate,1924,14.0,166577,767920.0,0.57,3.04,11898.0,4.61,Democrat
912,ID,Idaho,Postbellum,1924,4.0,148295,219477.0,0.51,2.71,37074.0,1.48,Republican
913,IL,Illinois,Union,1924,29.0,2470067,1580843.0,8.49,45.08,85175.0,0.64,Republican
914,IN,Indiana,Union,1924,15.0,1272390,827054.0,4.37,23.22,84826.0,0.65,Republican
915,IA,Iowa,Union,1924,13.0,976960,713181.0,3.36,17.83,75151.0,0.73,Republican
916,KS,Kansas,Union,1924,10.0,662454,549837.0,2.28,12.09,66245.0,0.83,Republican
917,KY,Kentucky,Border,1924,13.0,815332,709339.0,2.8,14.88,62718.0,0.87,Republican
918,LA,Louisiana,Confederate,1924,10.0,121951,547560.0,0.42,2.23,12195.0,4.49,Democrat
919,ME,Maine,Union,1924,6.0,192192,328648.0,0.66,3.51,32032.0,1.71,Republican
920,MD,Maryland,Border,1924,8.0,358630,437529.0,1.23,6.54,44829.0,1.22,Republican
921,MA,Massachusetts,Union,1924,18.0,1129837,982958.0,3.88,20.62,62769.0,0.87,Republican
922,MI,Michigan,Union,1924,15.0,1160419,823897.0,3.99,21.18,77361.0,0.71,Republican
923,MN,Minnesota,Union,1924,12.0,822146,657717.0,2.83,15.0,68512.0,0.8,Republican
924,MS,Mississippi,Confederate,1924,10.0,112462,547690.0,0.39,2.05,11246.0,4.87,Democrat
925,MO,Missouri,Border,1924,18.0,1307958,980968.0,4.5,23.87,72664.0,0.75,Republican
926,MT,Montana,Postbellum,1924,4.0,174423,219773.0,0.6,3.18,43606.0,1.26,Republican
927,NE,Nebraska,Postbellum,1924,8.0,464173,436323.0,1.6,8.47,58022.0,0.94,Republican
928,NV,Nevada,Postbellum,1924,3.0,26921,164487.0,0.09,0.49,8974.0,6.11,Republican
929,NH,New Hampshire,Union,1924,4.0,164769,219143.0,0.57,3.01,41192.0,1.33,Republican
930,NJ,New Jersey,Union,1924,14.0,1086079,771116.0,3.73,19.82,77577.0,0.71,Republican
931,NM,New Mexico,Postbellum,1924,3.0,112830,164732.0,0.39,2.06,37610.0,1.46,Republican
932,NY,New York,Union,1924,45.0,3263939,2480594.0,11.22,59.56,72532.0,0.76,Republican
933,NC,North Carolina,Confederate,1924,12.0,482687,656454.0,1.66,8.81,40224.0,1.36,Democrat
934,ND,North Dakota,Postbellum,1924,5.0,199081,274732.0,0.68,3.63,39816.0,1.38,Republican
935,OH,Ohio,Union,1924,24.0,2016237,1310554.0,6.93,36.79,84010.0,0.65,Republican
936,OK,Oklahoma,Postbellum,1924,10.0,528415,549552.0,1.82,9.64,52842.0,1.04,Democrat
937,OR,Oregon,Union,1924,5.0,279488,273898.0,0.96,5.1,55898.0,0.98,Republican
938,PA,Pennsylvania,Union,1924,38.0,2144850,2080504.0,7.37,39.14,56443.0,0.97,Republican
939,RI,Rhode Island,Union,1924,5.0,210115,273150.0,0.72,3.83,42023.0,1.3,Republican
940,SC,South Carolina,Confederate,1924,9.0,50752,493309.0,0.17,0.93,5639.0,9.72,Democrat
941,SD,South Dakota,Postbellum,1924,5.0,203868,273183.0,0.7,3.72,40774.0,1.34,Republican
942,TN,Tennessee,Confederate,1924,12.0,300275,657602.0,1.03,5.48,25023.0,2.19,Democrat
943,TX,Texas,Confederate,1924,20.0,657509,1098040.0,2.26,12.0,32875.0,1.67,Democrat
944,UT,Utah,Postbellum,1924,4.0,156990,219786.0,0.54,2.86,39248.0,1.4,Republican
945,VT,Vermont,Union,1924,4.0,102917,219213.0,0.35,1.88,25729.0,2.13,Republican
946,VA,Virginia,Confederate,1924,12.0,223602,657390.0,0.77,4.08,18634.0,2.94,Democrat
947,WA,Washington,Postbellum,1924,7.0,421549,383610.0,1.45,7.69,60221.0,0.91,Republican
948,WV,West Virginia,Border,1924,8.0,583662,437746.0,2.01,10.65,72958.0,0.75,Republican
949,WI,Wisconsin,Union,1924,13.0,840826,714702.0,2.89,15.34,64679.0,0.85,Progressive
950,WY,Wyoming,Postbellum,1924,3.0,79900,164594.0,0.27,1.46,26633.0,2.06,Republican
951,AL,Alabama,Confederate,1928,12.0,248982,831600.0,0.68,3.59,20748.0,3.34,Democrat
952,AZ,Arizona,Postbellum,1928,3.0,91254,208059.0,0.25,1.32,30418.0,2.28,Republican
953,AR,Arkansas,Confederate,1928,9.0,197693,624710.0,0.54,2.85,21966.0,3.16,Democrat
954,CA,California,Union,1928,13.0,1796656,898328.0,4.88,25.92,138204.0,0.5,Republican
955,CO,Colorado,Postbellum,1928,6.0,392242,415777.0,1.07,5.66,65374.0,1.06,Republican
956,CT,Connecticut,Union,1928,7.0,553031,486667.0,1.5,7.98,79004.0,0.88,Republican
957,DE,Delaware,Border,1928,3.0,105891,207546.0,0.29,1.53,35297.0,1.96,Republican
958,FL,Florida,Confederate,1928,6.0,253672,416022.0,0.69,3.66,42279.0,1.64,Republican
959,GA,Georgia,Confederate,1928,14.0,229159,969343.0,0.62,3.31,16368.0,4.23,Democrat
960,ID,Idaho,Postbellum,1928,4.0,151541,277320.0,0.41,2.19,37885.0,1.83,Republican
961,IL,Illinois,Union,1928,29.0,3107489,2019868.0,8.44,44.83,107155.0,0.65,Republican
962,IN,Indiana,Union,1928,15.0,1421314,1037559.0,3.86,20.5,94754.0,0.73,Republican
963,IA,Iowa,Union,1928,13.0,1009489,898445.0,2.74,14.56,77653.0,0.89,Republican
964,KS,Kansas,Union,1928,10.0,713200,691804.0,1.94,10.29,71320.0,0.97,Republican
965,KY,Kentucky,Border,1928,13.0,940604,902980.0,2.56,13.57,72354.0,0.96,Republican
966,LA,Louisiana,Confederate,1928,10.0,215833,692824.0,0.59,3.11,21583.0,3.21,Democrat
967,ME,Maine,Union,1928,6.0,262171,416852.0,0.71,3.78,43695.0,1.59,Republican
968,MD,Maryland,Border,1928,8.0,528348,554765.0,1.44,7.62,66044.0,1.05,Republican
969,MA,Massachusetts,Union,1928,18.0,1577823,1246480.0,4.29,22.76,87657.0,0.79,Democrat
970,MI,Michigan,Union,1928,15.0,1372082,1042782.0,3.73,19.79,91472.0,0.76,Republican
971,MN,Minnesota,Union,1928,12.0,970976,835039.0,2.64,14.01,80915.0,0.86,Republican
972,MS,Mississippi,Confederate,1928,10.0,151692,693232.0,0.41,2.19,15169.0,4.57,Democrat
973,MO,Missouri,Border,1928,18.0,1500721,1245598.0,4.08,21.65,83373.0,0.83,Republican
974,MT,Montana,Postbellum,1928,4.0,194108,277574.0,0.53,2.8,48527.0,1.43,Republican
975,NE,Nebraska,Postbellum,1928,8.0,547144,552615.0,1.49,7.89,68393.0,1.01,Republican
976,NV,Nevada,Postbellum,1928,3.0,32417,207793.0,0.09,0.47,10806.0,6.41,Republican
977,NH,New Hampshire,Union,1928,4.0,196757,277427.0,0.53,2.84,49189.0,1.41,Republican
978,NJ,New Jersey,Union,1928,14.0,1548195,975363.0,4.21,22.34,110585.0,0.63,Republican
979,NM,New Mexico,Postbellum,1928,3.0,118014,207705.0,0.32,1.7,39338.0,1.76,Republican
980,NY,New York,Union,1928,45.0,4405626,3127994.0,11.97,63.56,97903.0,0.71,Republican
981,NC,North Carolina,Confederate,1928,12.0,635150,832046.0,1.73,9.16,52929.0,1.31,Republican
982,ND,North Dakota,Postbellum,1928,5.0,239867,345408.0,0.65,3.46,47973.0,1.44,Republican
983,OH,Ohio,Union,1928,24.0,2508346,1655508.0,6.81,36.19,104514.0,0.66,Republican
984,OK,Oklahoma,Postbellum,1928,10.0,618427,692638.0,1.68,8.92,61843.0,1.12,Republican
985,OR,Oregon,Union,1928,5.0,319942,345537.0,0.87,4.62,63988.0,1.08,Republican
986,PA,Pennsylvania,Union,1928,38.0,3150610,2646512.0,8.56,45.45,82911.0,0.84,Republican
987,RI,Rhode Island,Union,1928,5.0,237194,346303.0,0.64,3.42,47439.0,1.46,Democrat
988,SC,South Carolina,Confederate,1928,9.0,68605,623619.0,0.19,0.99,7623.0,9.09,Democrat
989,SD,South Dakota,Postbellum,1928,5.0,261865,345662.0,0.71,3.78,52373.0,1.32,Republican
990,TN,Tennessee,Confederate,1928,12.0,363473,832353.0,0.99,5.24,30289.0,2.29,Republican
991,TX,Texas,Confederate,1928,20.0,708999,1389638.0,1.93,10.23,35450.0,1.96,Republican
992,UT,Utah,Postbellum,1928,4.0,176603,277267.0,0.48,2.55,44151.0,1.57,Republican
993,VT,Vermont,Union,1928,4.0,135191,277142.0,0.37,1.95,33798.0,2.05,Republican
994,VA,Virginia,Confederate,1928,12.0,305358,830574.0,0.83,4.41,25446.0,2.72,Republican
995,WA,Washington,Postbellum,1928,7.0,500840,485815.0,1.36,7.23,71549.0,0.97,Republican
996,WV,West Virginia,Border,1928,8.0,642752,552767.0,1.75,9.27,80344.0,0.86,Republican
997,WI,Wisconsin,Union,1928,13.0,1016831,904980.0,2.76,14.67,78218.0,0.89,Republican
998,WY,Wyoming,Postbellum,1928,3.0,82835,207916.0,0.23,1.2,27612.0,2.51,Republican
999,AL,Alabama,Confederate,1932,11.0,245354,824389.0,0.62,3.28,22305.0,3.36,Democrat
1000,AZ,Arizona,Postbellum,1932,3.0,118251,224677.0,0.3,1.58,39417.0,1.9,Democrat
1001,AR,Arkansas,Confederate,1932,9.0,220562,672714.0,0.55,2.95,24507.0,3.05,Democrat
1002,CA,California,Union,1932,22.0,2267966,1655615.0,5.71,30.3,103089.0,0.73,Democrat
1003,CO,Colorado,Postbellum,1932,6.0,457696,448542.0,1.15,6.11,76283.0,0.98,Democrat
1004,CT,Connecticut,Union,1932,8.0,594183,600125.0,1.49,7.94,74273.0,1.01,Republican
1005,DE,Delaware,Border,1932,3.0,112901,224673.0,0.28,1.51,37634.0,1.99,Republican
1006,FL,Florida,Confederate,1932,7.0,276252,524879.0,0.69,3.69,39465.0,1.9,Democrat
1007,GA,Georgia,Confederate,1932,12.0,255590,897121.0,0.64,3.41,21299.0,3.51,Democrat
1008,ID,Idaho,Postbellum,1932,4.0,186625,298600.0,0.47,2.49,46656.0,1.6,Democrat
1009,IL,Illinois,Union,1932,29.0,3407926,2181073.0,8.57,45.52,117515.0,0.64,Democrat
1010,IN,Indiana,Union,1932,14.0,1576927,1040772.0,3.97,21.06,112638.0,0.66,Democrat
1011,IA,Iowa,Union,1932,11.0,1036687,818983.0,2.61,13.85,94244.0,0.79,Democrat
1012,KS,Kansas,Union,1932,9.0,791978,673181.0,1.99,10.58,87998.0,0.85,Democrat
1013,KY,Kentucky,Border,1932,11.0,983063,825773.0,2.47,13.13,89369.0,0.84,Democrat
1014,LA,Louisiana,Confederate,1932,10.0,268804,749963.0,0.68,3.59,26880.0,2.79,Democrat
1015,ME,Maine,Union,1932,5.0,298444,373055.0,0.75,3.99,59689.0,1.25,Republican
1016,MD,Maryland,Border,1932,8.0,511054,597933.0,1.29,6.83,63882.0,1.17,Democrat
1017,MA,Massachusetts,Union,1932,17.0,1580114,1279892.0,3.97,21.11,92948.0,0.81,Democrat
1018,MI,Michigan,Union,1932,19.0,1664765,1415050.0,4.19,22.24,87619.0,0.85,Democrat
1019,MN,Minnesota,Union,1932,11.0,1002843,822331.0,2.52,13.4,91168.0,0.82,Democrat
1020,MS,Mississippi,Confederate,1932,9.0,146034,673217.0,0.37,1.95,16226.0,4.61,Democrat
1021,MO,Missouri,Border,1932,15.0,1609894,1126926.0,4.05,21.5,107326.0,0.7,Democrat
1022,MT,Montana,Postbellum,1932,4.0,216479,298741.0,0.54,2.89,54120.0,1.38,Democrat
1023,NE,Nebraska,Postbellum,1932,7.0,570137,524526.0,1.43,7.62,81448.0,0.92,Democrat
1024,NV,Nevada,Postbellum,1932,3.0,41430,224551.0,0.1,0.55,13810.0,5.42,Democrat
1025,NH,New Hampshire,Union,1932,4.0,205520,300059.0,0.52,2.75,51380.0,1.46,Republican
1026,NJ,New Jersey,Union,1932,16.0,1629507,1205835.0,4.1,21.77,101844.0,0.74,Democrat
1027,NM,New Mexico,Postbellum,1932,3.0,151606,224377.0,0.38,2.03,50535.0,1.48,Democrat
1028,NY,New York,Union,1932,47.0,4688614,3516460.0,11.79,62.63,99758.0,0.75,Democrat
1029,NC,North Carolina,Confederate,1932,13.0,711501,974756.0,1.79,9.5,54731.0,1.37,Democrat
1030,ND,North Dakota,Postbellum,1932,4.0,256290,299859.0,0.64,3.42,64072.0,1.17,Democrat
1031,OH,Ohio,Union,1932,26.0,2609728,1957296.0,6.57,34.86,100374.0,0.75,Democrat
1032,OK,Oklahoma,Postbellum,1932,11.0,704633,824421.0,1.77,9.41,64058.0,1.17,Democrat
1033,OR,Oregon,Union,1932,5.0,368808,372496.0,0.93,4.93,73762.0,1.01,Democrat
1034,PA,Pennsylvania,Union,1932,36.0,2859177,2687626.0,7.19,38.19,79422.0,0.94,Republican
1035,RI,Rhode Island,Union,1932,4.0,266170,300772.0,0.67,3.56,66542.0,1.13,Democrat
1036,SC,South Carolina,Confederate,1932,8.0,104407,599296.0,0.26,1.39,13051.0,5.74,Democrat
1037,SD,South Dakota,Postbellum,1932,4.0,288438,299976.0,0.73,3.85,72110.0,1.04,Democrat
1038,TN,Tennessee,Confederate,1932,11.0,390256,823440.0,0.98,5.21,35478.0,2.11,Democrat
1039,TX,Texas,Confederate,1932,23.0,863426,1718218.0,2.17,11.53,37540.0,1.99,Democrat
1040,UT,Utah,Postbellum,1932,4.0,206578,299538.0,0.52,2.76,51644.0,1.45,Democrat
1041,VT,Vermont,Union,1932,3.0,136980,224647.0,0.34,1.83,45660.0,1.64,Republican
1042,VA,Virginia,Confederate,1932,11.0,297942,822320.0,0.75,3.98,27086.0,2.76,Democrat
1043,WA,Washington,Postbellum,1932,8.0,614814,596370.0,1.55,8.21,76852.0,0.97,Democrat
1044,WV,West Virginia,Border,1932,8.0,743774,602457.0,1.87,9.94,92972.0,0.81,Democrat
1045,WI,Wisconsin,Union,1932,12.0,1114808,902994.0,2.8,14.89,92901.0,0.81,Democrat
1046,WY,Wyoming,Postbellum,1932,3.0,96962,224952.0,0.24,1.3,32321.0,2.32,Democrat
1047,AL,Alabama,Confederate,1936,11.0,275244,946839.0,0.6,3.2,25022.0,3.44,Democrat
1048,AZ,Arizona,Postbellum,1936,3.0,124163,258259.0,0.27,1.44,41388.0,2.08,Democrat
1049,AR,Arkansas,Confederate,1936,9.0,179423,773313.0,0.39,2.09,19936.0,4.31,Democrat
1050,CA,California,Union,1936,22.0,2638882,1899995.0,5.78,30.7,119949.0,0.72,Democrat
1051,CO,Colorado,Postbellum,1936,6.0,488684,518005.0,1.07,5.68,81447.0,1.06,Democrat
1052,CT,Connecticut,Union,1936,8.0,690723,690723.0,1.51,8.03,86340.0,1.0,Democrat
1053,DE,Delaware,Border,1936,3.0,127603,257758.0,0.28,1.48,42534.0,2.02,Democrat
1054,FL,Florida,Confederate,1936,7.0,327365,602352.0,0.72,3.81,46766.0,1.84,Democrat
1055,GA,Georgia,Confederate,1936,12.0,293175,1031976.0,0.64,3.41,24431.0,3.52,Democrat
1056,ID,Idaho,Postbellum,1936,4.0,199617,343341.0,0.44,2.32,49904.0,1.72,Democrat
1057,IL,Illinois,Union,1936,29.0,3956522,2492609.0,8.67,46.02,136432.0,0.63,Democrat
1058,IN,Indiana,Union,1936,14.0,1650897,1205155.0,3.62,19.2,117921.0,0.73,Democrat
1059,IA,Iowa,Union,1936,11.0,1142733,948468.0,2.5,13.29,103885.0,0.83,Democrat
1060,KS,Kansas,Union,1936,9.0,865014,769862.0,1.89,10.06,96113.0,0.89,Democrat
1061,KY,Kentucky,Border,1936,11.0,926203,944727.0,2.03,10.77,84200.0,1.02,Democrat
1062,LA,Louisiana,Confederate,1936,10.0,329778,860721.0,0.72,3.84,32978.0,2.61,Democrat
1063,ME,Maine,Union,1936,5.0,304240,428978.0,0.67,3.54,60848.0,1.41,Republican
1064,MD,Maryland,Border,1936,8.0,624896,687386.0,1.37,7.27,78112.0,1.1,Democrat
1065,MA,Massachusetts,Union,1936,17.0,1840357,1453882.0,4.03,21.41,108256.0,0.79,Democrat
1066,MI,Michigan,Union,1936,19.0,1805098,1624588.0,3.95,21.0,95005.0,0.9,Democrat
1067,MN,Minnesota,Union,1936,11.0,1129975,949179.0,2.48,13.14,102725.0,0.84,Democrat
1068,MS,Mississippi,Confederate,1936,9.0,162090,773169.0,0.36,1.89,18010.0,4.77,Democrat
1069,MO,Missouri,Border,1936,15.0,1828635,1298331.0,4.01,21.27,121909.0,0.71,Democrat
1070,MT,Montana,Postbellum,1936,4.0,230512,343463.0,0.5,2.68,57628.0,1.49,Democrat
1071,NE,Nebraska,Postbellum,1936,7.0,608023,601943.0,1.33,7.07,86860.0,0.99,Democrat
1072,NV,Nevada,Postbellum,1936,3.0,43848,257826.0,0.1,0.51,14616.0,5.88,Democrat
1073,NH,New Hampshire,Union,1936,4.0,218114,344620.0,0.48,2.54,54528.0,1.58,Democrat
1074,NJ,New Jersey,Union,1936,16.0,1820437,1383532.0,3.99,21.18,113777.0,0.76,Democrat
1075,NM,New Mexico,Postbellum,1936,3.0,169176,257148.0,0.37,1.97,56392.0,1.52,Democrat
1076,NY,New York,Union,1936,47.0,5596398,4029407.0,12.26,65.1,119072.0,0.72,Democrat
1077,NC,North Carolina,Confederate,1936,13.0,839464,1116487.0,1.84,9.77,64574.0,1.33,Democrat
1078,ND,North Dakota,Postbellum,1936,4.0,273716,344882.0,0.6,3.18,68429.0,1.26,Democrat
1079,OH,Ohio,Union,1936,26.0,3012589,2229316.0,6.6,35.04,115869.0,0.74,Democrat
1080,OK,Oklahoma,Postbellum,1936,11.0,749740,944672.0,1.64,8.72,68158.0,1.26,Democrat
1081,OR,Oregon,Union,1936,5.0,414021,430582.0,0.91,4.82,82804.0,1.04,Democrat
1082,PA,Pennsylvania,Union,1936,36.0,4138426,3103820.0,9.07,48.14,114956.0,0.75,Democrat
1083,RI,Rhode Island,Union,1936,4.0,311178,345408.0,0.68,3.62,77794.0,1.11,Democrat
1084,SC,South Carolina,Confederate,1936,8.0,115437,688005.0,0.25,1.34,14430.0,5.96,Democrat
1085,SD,South Dakota,Postbellum,1936,4.0,296472,343908.0,0.65,3.45,74118.0,1.16,Democrat
1086,TN,Tennessee,Confederate,1936,11.0,476538,943545.0,1.04,5.54,43322.0,1.98,Democrat
1087,TX,Texas,Confederate,1936,23.0,843482,1973748.0,1.85,9.81,36673.0,2.34,Democrat
1088,UT,Utah,Postbellum,1936,4.0,216677,344516.0,0.47,2.52,54169.0,1.59,Democrat
1089,VT,Vermont,Union,1936,3.0,143689,257203.0,0.31,1.67,47896.0,1.79,Republican
1090,VA,Virginia,Confederate,1936,11.0,334590,946890.0,0.73,3.89,30417.0,2.83,Democrat
1091,WA,Washington,Postbellum,1936,8.0,692338,685415.0,1.52,8.05,86542.0,0.99,Democrat
1092,WV,West Virginia,Border,1936,8.0,829945,688854.0,1.82,9.65,103743.0,0.83,Democrat
1093,WI,Wisconsin,Union,1936,12.0,1258560,1032019.0,2.76,14.64,104880.0,0.82,Democrat
1094,WY,Wyoming,Postbellum,1936,3.0,103382,257421.0,0.23,1.2,34461.0,2.49,Democrat
1095,AL,Alabama,Confederate,1940,11.0,294219,1032709.0,0.59,3.13,26747.0,3.51,Democrat
1096,AZ,Arizona,Postbellum,1940,3.0,150039,282073.0,0.3,1.6,50013.0,1.88,Democrat
