,Abbrev,State,Group,Year,EC votes,Votes counted,Votes counted %,EC votes normalized,Population per EC vote,Vote weight,Party
372,RI,Rhode Island,Northeast,1876,4.0,26627,0.32,1.17,6657.0,3.43,Republican
373,SC,South Carolina,Confederate,1876,7.0,182683,2.17,8.01,26098.0,0.87,Republican
374,TN,Tennessee,Confederate,1876,12.0,222743,2.65,9.76,18562.0,1.23,Democrat
375,TX,Texas,Confederate,1876,8.0,149555,1.78,6.56,18694.0,1.22,Democrat
376,VT,Vermont,Northeast,1876,5.0,64553,0.77,2.83,12911.0,1.77,Republican
377,VA,Virginia,Confederate,1876,11.0,236288,2.81,10.36,21481.0,1.06,Democrat
378,WV,West Virginia,Border,1876,5.0,99647,1.18,4.37,19929.0,1.14,Democrat
379,WI,Wisconsin,Midwest,1876,10.0,257177,3.05,11.27,25718.0,0.89,Republican
380,AL,Alabama,Confederate,1880,10.0,152048,1.65,6.09,15205.0,1.64,Democrat
381,AR,Arkansas,Confederate,1880,6.0,107290,1.16,4.29,17882.0,1.4,Democrat
382,CA,California,West,1880,6.0,164245,1.78,6.57,27374.0,0.91,Democrat
383,CO,Colorado,West,1880,3.0,53546,0.58,2.14,17849.0,1.4,Republican
384,CT,Connecticut,Northeast,1880,6.0,132802,1.44,5.32,22134.0,1.13,Republican
385,DE,Delaware,Border,1880,3.0,29528,0.32,1.18,9843.0,2.54,Democrat
386,FL,Florida,Confederate,1880,4.0,51618,0.56,2.07,12904.0,1.94,Democrat
387,GA,Georgia,Confederate,1880,11.0,156556,1.7,6.27,14232.0,1.76,Democrat
388,IL,Illinois,Midwest,1880,21.0,622312,6.75,24.91,29634.0,0.84,Republican
389,IN,Indiana,Midwest,1880,15.0,470672,5.11,18.84,31378.0,0.8,Republican
390,IA,Iowa,Midwest,1880,11.0,323498,3.51,12.95,29409.0,0.85,Republican
391,KS,Kansas,Midwest,1880,5.0,201226,2.18,8.05,40245.0,0.62,Republican
392,KY,Kentucky,Border,1880,12.0,267104,2.9,10.69,22259.0,1.12,Democrat
393,LA,Louisiana,Confederate,1880,8.0,104143,1.13,4.17,13018.0,1.92,Democrat
394,ME,Maine,Northeast,1880,7.0,143903,1.56,5.76,20558.0,1.22,Republican
395,MD,Maryland,Border,1880,8.0,173039,1.88,6.93,21630.0,1.16,Democrat
396,MA,Massachusetts,Northeast,1880,13.0,282125,3.06,11.29,21702.0,1.15,Republican
397,MI,Michigan,Midwest,1880,11.0,352777,3.83,14.12,32071.0,0.78,Republican
398,MN,Minnesota,Midwest,1880,5.0,150771,1.64,6.03,30154.0,0.83,Republican
399,MS,Mississippi,Confederate,1880,8.0,116401,1.26,4.66,14550.0,1.72,Democrat
400,MO,Missouri,Border,1880,15.0,400311,4.34,16.02,26687.0,0.94,Democrat
401,NE,Nebraska,Midwest,1880,3.0,87452,0.95,3.5,29151.0,0.86,Republican
402,NV,Nevada,West,1880,3.0,18345,0.2,0.73,6115.0,4.09,Democrat
403,NH,New Hampshire,Northeast,1880,5.0,86354,0.94,3.46,17271.0,1.45,Republican
404,NJ,New Jersey,Northeast,1880,9.0,245928,2.67,9.84,27325.0,0.91,Democrat
405,NY,New York,Northeast,1880,35.0,1103945,11.97,44.18,31541.0,0.79,Republican
406,NC,North Carolina,Confederate,1880,10.0,241208,2.62,9.65,24121.0,1.04,Democrat
407,OH,Ohio,Midwest,1880,22.0,724967,7.86,29.02,32953.0,0.76,Republican
408,OR,Oregon,West,1880,3.0,40819,0.44,1.63,13606.0,1.84,Republican
409,PA,Pennsylvania,Northeast,1880,29.0,874783,9.49,35.01,30165.0,0.83,Republican
410,RI,Rhode Island,Northeast,1880,4.0,29235,0.32,1.17,7309.0,3.42,Republican
411,SC,South Carolina,Confederate,1880,7.0,170949,1.85,6.84,24421.0,1.02,Democrat
412,TN,Tennessee,Confederate,1880,12.0,242828,2.63,9.72,20236.0,1.23,Democrat
413,TX,Texas,Confederate,1880,8.0,241726,2.62,9.67,30216.0,0.83,Democrat
414,VT,Vermont,Northeast,1880,5.0,65203,0.71,2.61,13041.0,1.92,Republican
415,VA,Virginia,Confederate,1880,11.0,211616,2.3,8.47,19238.0,1.3,Democrat
416,WV,West Virginia,Border,1880,5.0,112713,1.22,4.51,22543.0,1.11,Democrat
417,WI,Wisconsin,Midwest,1880,10.0,267195,2.9,10.69,26720.0,0.94,Republican
418,AL,Alabama,Confederate,1884,10.0,153624,1.53,6.12,15362.0,1.63,Democrat
419,AR,Arkansas,Confederate,1884,7.0,125779,1.25,5.01,17968.0,1.4,Democrat
420,CA,California,West,1884,8.0,196988,1.96,7.85,24624.0,1.02,Republican
421,CO,Colorado,West,1884,3.0,66519,0.66,2.65,22173.0,1.13,Republican
422,CT,Connecticut,Northeast,1884,6.0,137257,1.36,5.47,22876.0,1.1,Democrat
423,DE,Delaware,Border,1884,3.0,29984,0.3,1.2,9995.0,2.51,Democrat
424,FL,Florida,Confederate,1884,4.0,59990,0.6,2.39,14998.0,1.67,Democrat
425,GA,Georgia,Confederate,1884,12.0,143610,1.43,5.72,11968.0,2.1,Democrat
426,IL,Illinois,Midwest,1884,22.0,672670,6.69,26.81,30576.0,0.82,Republican
427,IN,Indiana,Midwest,1884,15.0,495332,4.92,19.74,33022.0,0.76,Democrat
428,IA,Iowa,Midwest,1884,13.0,377201,3.75,15.04,29015.0,0.86,Republican
429,KS,Kansas,Midwest,1884,9.0,265848,2.64,10.6,29539.0,0.85,Republican
430,KY,Kentucky,Border,1884,13.0,276481,2.75,11.02,21268.0,1.18,Democrat
431,LA,Louisiana,Confederate,1884,8.0,109399,1.09,4.36,13675.0,1.83,Democrat
432,ME,Maine,Northeast,1884,6.0,130491,1.3,5.2,21748.0,1.15,Republican
433,MD,Maryland,Border,1884,8.0,186019,1.85,7.41,23252.0,1.08,Democrat
434,MA,Massachusetts,Northeast,1884,14.0,303383,3.02,12.09,21670.0,1.16,Republican
435,MI,Michigan,Midwest,1884,13.0,401186,3.99,15.99,30860.0,0.81,Republican
436,MN,Minnesota,Midwest,1884,7.0,190017,1.89,7.57,27145.0,0.92,Republican
437,MS,Mississippi,Confederate,1884,9.0,120688,1.2,4.81,13410.0,1.87,Democrat
438,MO,Missouri,Border,1884,16.0,441268,4.39,17.59,27579.0,0.91,Democrat
439,NE,Nebraska,Midwest,1884,5.0,134202,1.33,5.35,26840.0,0.93,Republican
440,NV,Nevada,West,1884,3.0,12797,0.13,0.51,4266.0,5.88,Republican
441,NH,New Hampshire,Northeast,1884,4.0,84586,0.84,3.37,21146.0,1.19,Republican
442,NJ,New Jersey,Northeast,1884,9.0,260921,2.59,10.4,28991.0,0.87,Democrat
443,NY,New York,Northeast,1884,36.0,1167169,11.6,46.52,32421.0,0.77,Democrat
444,NC,North Carolina,Confederate,1884,11.0,268356,2.67,10.7,24396.0,1.03,Democrat
445,OH,Ohio,Midwest,1884,23.0,784610,7.8,31.27,34113.0,0.74,Republican
446,OR,Oregon,West,1884,3.0,52682,0.52,2.1,17561.0,1.43,Republican
447,PA,Pennsylvania,Northeast,1884,30.0,903864,8.98,36.03,30129.0,0.83,Republican
448,RI,Rhode Island,Northeast,1884,4.0,32771,0.33,1.31,8193.0,3.06,Republican
449,SC,South Carolina,Confederate,1884,9.0,92812,0.92,3.7,10312.0,2.43,Democrat
450,TN,Tennessee,Confederate,1884,12.0,259978,2.58,10.36,21665.0,1.16,Democrat
451,TX,Texas,Confederate,1884,13.0,325305,3.23,12.97,25023.0,1.0,Democrat
452,VT,Vermont,Northeast,1884,4.0,59401,0.59,2.37,14850.0,1.69,Republican
453,VA,Virginia,Confederate,1884,12.0,284977,2.83,11.36,23748.0,1.06,Democrat
454,WV,West Virginia,Border,1884,6.0,132145,1.31,5.27,22024.0,1.14,Democrat
455,WI,Wisconsin,Midwest,1884,11.0,319835,3.18,12.75,29076.0,0.86,Republican
456,AL,Alabama,Confederate,1888,10.0,175085,1.54,6.16,17508.0,1.62,Republican
457,AR,Arkansas,Confederate,1888,7.0,157058,1.38,5.53,22437.0,1.27,Republican
458,CA,California,West,1888,8.0,251339,2.21,8.85,31417.0,0.9,Democrat
459,CO,Colorado,West,1888,3.0,91946,0.81,3.24,30649.0,0.93,Democrat
460,CT,Connecticut,Northeast,1888,6.0,153978,1.35,5.42,25663.0,1.11,Republican
461,DE,Delaware,Border,1888,3.0,29764,0.26,1.05,9921.0,2.86,Republican
462,FL,Florida,Confederate,1888,4.0,66500,0.58,2.34,16625.0,1.71,Republican
463,GA,Georgia,Confederate,1888,12.0,142936,1.26,5.03,11911.0,2.38,Republican
464,IL,Illinois,Midwest,1888,22.0,747813,6.57,26.33,33992.0,0.84,Democrat
465,IN,Indiana,Midwest,1888,15.0,536949,4.71,18.91,35797.0,0.79,Republican
466,IA,Iowa,Midwest,1888,13.0,404135,3.55,14.23,31087.0,0.91,Democrat
467,KS,Kansas,Midwest,1888,9.0,331149,2.91,11.66,36794.0,0.77,Democrat
468,KY,Kentucky,Border,1888,13.0,344868,3.03,12.14,26528.0,1.07,Republican
469,LA,Louisiana,Confederate,1888,8.0,115891,1.02,4.08,14486.0,1.96,Republican
470,ME,Maine,Northeast,1888,6.0,128253,1.13,4.52,21376.0,1.33,Democrat
471,MD,Maryland,Border,1888,8.0,210941,1.85,7.43,26368.0,1.08,Republican
472,MA,Massachusetts,Northeast,1888,14.0,344243,3.02,12.12,24589.0,1.16,Democrat
473,MI,Michigan,Midwest,1888,13.0,475356,4.17,16.74,36566.0,0.78,Democrat
474,MN,Minnesota,Midwest,1888,7.0,263285,2.31,9.27,37612.0,0.76,Democrat
475,MS,Mississippi,Confederate,1888,9.0,115786,1.02,4.08,12865.0,2.21,Republican
476,MO,Missouri,Border,1888,16.0,521360,4.58,18.36,32585.0,0.87,Republican
477,NE,Nebraska,Midwest,1888,5.0,202632,1.78,7.13,40526.0,0.7,Democrat
478,NV,Nevada,West,1888,3.0,12278,0.11,0.43,4093.0,6.94,Democrat
479,NH,New Hampshire,Northeast,1888,4.0,90835,0.8,3.2,22709.0,1.25,Democrat
480,NJ,New Jersey,Northeast,1888,9.0,303801,2.67,10.7,33756.0,0.84,Republican
481,NY,New York,Northeast,1888,36.0,1319748,11.59,46.47,36660.0,0.77,Republican
482,NC,North Carolina,Confederate,1888,11.0,285563,2.51,10.05,25960.0,1.09,Republican
483,OH,Ohio,Midwest,1888,23.0,840361,7.38,29.59,36537.0,0.78,Democrat
484,OR,Oregon,West,1888,3.0,61853,0.54,2.18,20618.0,1.38,Democrat
485,PA,Pennsylvania,Northeast,1888,30.0,997568,8.76,35.12,33252.0,0.85,Democrat
486,RI,Rhode Island,Northeast,1888,4.0,40775,0.36,1.44,10194.0,2.79,Democrat
487,SC,South Carolina,Confederate,1888,9.0,79997,0.7,2.82,8889.0,3.2,Republican
488,TN,Tennessee,Confederate,1888,12.0,303694,2.67,10.69,25308.0,1.12,Republican
489,TX,Texas,Confederate,1888,13.0,357513,3.14,12.59,27501.0,1.03,Republican
490,VT,Vermont,Northeast,1888,4.0,65452,0.57,2.3,16363.0,1.74,Democrat
491,VA,Virginia,Confederate,1888,12.0,304087,2.67,10.71,25341.0,1.12,Republican
492,WV,West Virginia,Border,1888,6.0,159440,1.4,5.61,26573.0,1.07,Republican
493,WI,Wisconsin,Midwest,1888,11.0,354614,3.11,12.49,32238.0,0.88,Democrat
494,AL,Alabama,Confederate,1892,11.0,232543,1.93,8.56,21140.0,1.29,Democrat
495,AR,Arkansas,Confederate,1892,8.0,148117,1.23,5.45,18515.0,1.47,Democrat
496,CA,California,West,1892,9.0,269609,2.23,9.92,29957.0,0.91,Democrat
497,CO,Colorado,West,1892,4.0,93891,0.78,3.45,23473.0,1.16,Populist
498,CT,Connecticut,Northeast,1892,6.0,164595,1.36,6.06,27432.0,0.99,Democrat
499,DE,Delaware,Border,1892,3.0,37235,0.31,1.37,12412.0,2.19,Democrat
500,FL,Florida,Confederate,1892,4.0,35471,0.29,1.31,8868.0,3.07,Democrat
501,GA,Georgia,Confederate,1892,13.0,223126,1.85,8.21,17164.0,1.58,Democrat
502,ID,Idaho,West,1892,3.0,19407,0.16,0.71,6469.0,4.2,Populist
503,IL,Illinois,Midwest,1892,24.0,873647,7.24,32.14,36402.0,0.75,Democrat
504,IN,Indiana,Midwest,1892,15.0,553613,4.59,20.37,36908.0,0.74,Democrat
505,IA,Iowa,Midwest,1892,13.0,443159,3.67,16.3,34089.0,0.8,Republican
506,KS,Kansas,Midwest,1892,10.0,324905,2.69,11.95,32490.0,0.84,Populist
507,KY,Kentucky,Border,1892,13.0,340864,2.82,12.54,26220.0,1.04,Democrat
508,LA,Louisiana,Confederate,1892,8.0,114889,0.95,4.23,14361.0,1.89,Democrat
509,ME,Maine,Northeast,1892,6.0,116451,0.96,4.28,19408.0,1.4,Republican
510,MD,Maryland,Border,1892,8.0,213275,1.77,7.85,26659.0,1.02,Democrat
511,MA,Massachusetts,Northeast,1892,15.0,391028,3.24,14.39,26069.0,1.04,Republican
512,MI,Michigan,Midwest,1892,14.0,466045,3.86,17.15,33289.0,0.82,Republican
513,MN,Minnesota,Midwest,1892,9.0,267238,2.21,9.83,29693.0,0.92,Republican
514,MS,Mississippi,Confederate,1892,9.0,52519,0.44,1.93,5835.0,4.66,Democrat
515,MO,Missouri,Border,1892,17.0,541583,4.49,19.93,31858.0,0.85,Democrat
516,MT,Montana,West,1892,3.0,44461,0.37,1.64,14820.0,1.83,Republican
517,NE,Nebraska,Midwest,1892,8.0,200192,1.66,7.37,25024.0,1.09,Republican
518,NV,Nevada,West,1892,3.0,10878,0.09,0.4,3626.0,7.5,Populist
519,NH,New Hampshire,Northeast,1892,4.0,89329,0.74,3.29,22332.0,1.22,Republican
520,NJ,New Jersey,Northeast,1892,10.0,337623,2.8,12.42,33762.0,0.81,Democrat
521,NY,New York,Northeast,1892,36.0,1336793,11.08,49.18,37133.0,0.73,Democrat
522,NC,North Carolina,Confederate,1892,11.0,280270,2.32,10.31,25479.0,1.07,Democrat
523,ND,North Dakota,Midwest,1892,3.0,36118,0.3,1.33,12039.0,2.26,Populist
524,OH,Ohio,Midwest,1892,23.0,850164,7.04,31.28,36964.0,0.74,Republican
525,OR,Oregon,West,1892,4.0,78491,0.65,2.89,19623.0,1.39,Republican
526,PA,Pennsylvania,Northeast,1892,32.0,1003010,8.31,36.9,31344.0,0.87,Republican
527,RI,Rhode Island,Northeast,1892,4.0,53196,0.44,1.96,13299.0,2.04,Republican
528,SC,South Carolina,Confederate,1892,9.0,70504,0.58,2.59,7834.0,3.47,Democrat
529,SD,South Dakota,Midwest,1892,4.0,70513,0.58,2.59,17628.0,1.54,Republican
530,TN,Tennessee,Confederate,1892,12.0,265732,2.2,9.78,22144.0,1.23,Democrat
531,TX,Texas,Confederate,1892,15.0,422145,3.5,15.53,28143.0,0.97,Democrat
532,VT,Vermont,Northeast,1892,4.0,55796,0.46,2.05,13949.0,1.95,Republican
533,VA,Virginia,Confederate,1892,12.0,292238,2.42,10.75,24353.0,1.12,Democrat
534,WA,Washington,West,1892,4.0,87969,0.73,3.24,21992.0,1.24,Republican
535,WV,West Virginia,Border,1892,6.0,171079,1.42,6.29,28513.0,0.95,Democrat
536,WI,Wisconsin,Midwest,1892,12.0,371581,3.08,13.67,30965.0,0.88,Democrat
537,WY,Wyoming,West,1892,3.0,16735,0.14,0.62,5578.0,4.87,Republican
538,AL,Alabama,Confederate,1896,11.0,194580,1.4,6.24,17689.0,1.76,Democrat
539,AR,Arkansas,Confederate,1896,8.0,149347,1.07,4.79,18668.0,1.67,Democrat
540,CA,California,West,1896,9.0,298419,2.14,9.57,33158.0,0.94,Republican
541,CO,Colorado,West,1896,4.0,189539,1.36,6.08,47385.0,0.66,Democrat
542,CT,Connecticut,Northeast,1896,6.0,174390,1.25,5.59,29065.0,1.07,Republican
543,DE,Delaware,Border,1896,3.0,38456,0.28,1.23,12819.0,2.43,Republican
544,FL,Florida,Confederate,1896,4.0,46488,0.33,1.49,11622.0,2.68,Democrat
545,GA,Georgia,Confederate,1896,13.0,162480,1.17,5.21,12498.0,2.49,Democrat
546,ID,Idaho,West,1896,3.0,29621,0.21,0.95,9874.0,3.16,Democrat
547,IL,Illinois,Midwest,1896,24.0,1090869,7.83,34.98,45453.0,0.69,Republican
548,IN,Indiana,Midwest,1896,15.0,637119,4.57,20.43,42475.0,0.73,Republican
549,IA,Iowa,Midwest,1896,13.0,521547,3.74,16.73,40119.0,0.78,Republican
550,KS,Kansas,Midwest,1896,10.0,334547,2.4,10.73,33455.0,0.93,Democrat
551,KY,Kentucky,Border,1896,13.0,445928,3.2,14.3,34302.0,0.91,Republican
552,LA,Louisiana,Confederate,1896,8.0,101046,0.72,3.24,12631.0,2.47,Democrat
553,ME,Maine,Northeast,1896,6.0,118419,0.85,3.8,19736.0,1.58,Republican
554,MD,Maryland,Border,1896,8.0,250249,1.8,8.03,31281.0,1.0,Republican
555,MA,Massachusetts,Northeast,1896,15.0,401568,2.88,12.88,26771.0,1.16,Republican
556,MI,Michigan,Midwest,1896,14.0,545585,3.91,17.5,38970.0,0.8,Republican
557,MN,Minnesota,Midwest,1896,9.0,341762,2.45,10.96,37974.0,0.82,Republican
558,MS,Mississippi,Confederate,1896,9.0,69591,0.5,2.23,7732.0,4.03,Democrat
559,MO,Missouri,Border,1896,17.0,673906,4.83,21.61,39642.0,0.79,Democrat
560,MT,Montana,West,1896,3.0,53330,0.38,1.71,17777.0,1.75,Democrat
561,NE,Nebraska,Midwest,1896,8.0,223182,1.6,7.16,27898.0,1.12,Democrat
562,NV,Nevada,West,1896,3.0,10314,0.07,0.33,3438.0,9.07,Democrat
563,NH,New Hampshire,Northeast,1896,4.0,83670,0.6,2.68,20918.0,1.49,Republican
564,NJ,New Jersey,Northeast,1896,10.0,371211,2.66,11.9,37121.0,0.84,Republican
565,NY,New York,Northeast,1896,36.0,1423876,10.22,45.66,39552.0,0.79,Republican
566,NC,North Carolina,Confederate,1896,11.0,331337,2.38,10.63,30122.0,1.04,Democrat
567,ND,North Dakota,Midwest,1896,3.0,47391,0.34,1.52,15797.0,1.97,Republican
568,OH,Ohio,Midwest,1896,23.0,1014295,7.28,32.53,44100.0,0.71,Republican
569,OR,Oregon,West,1896,4.0,97414,0.7,3.12,24354.0,1.28,Republican
570,PA,Pennsylvania,Northeast,1896,32.0,1194355,8.57,38.3,37324.0,0.84,Republican
571,RI,Rhode Island,Northeast,1896,4.0,54785,0.39,1.76,13696.0,2.28,Republican
572,SC,South Carolina,Confederate,1896,9.0,68938,0.49,2.21,7660.0,4.07,Democrat
573,SD,South Dakota,Midwest,1896,4.0,82950,0.6,2.66,20738.0,1.5,Democrat
574,TN,Tennessee,Confederate,1896,12.0,320903,2.3,10.29,26742.0,1.17,Democrat
575,TX,Texas,Confederate,1896,15.0,544786,3.91,17.47,36319.0,0.86,Democrat
576,UT,Utah,West,1896,3.0,78119,0.56,2.51,26040.0,1.2,Democrat
577,VT,Vermont,Northeast,1896,4.0,63847,0.46,2.05,15962.0,1.95,Republican
578,VA,Virginia,Confederate,1896,12.0,294674,2.11,9.45,24556.0,1.27,Democrat
579,WA,Washington,West,1896,4.0,93583,0.67,3.0,23396.0,1.33,Democrat
580,WV,West Virginia,Border,1896,6.0,201757,1.45,6.47,33626.0,0.93,Republican
581,WI,Wisconsin,Midwest,1896,12.0,447409,3.21,14.35,37284.0,0.84,Republican
582,WY,Wyoming,West,1896,3.0,21092,0.15,0.68,7031.0,4.44,Democrat
583,AL,Alabama,Confederate,1900,11.0,159692,1.14,5.1,14517.0,2.16,Democrat
584,AR,Arkansas,Confederate,1900,8.0,127866,0.91,4.08,15983.0,1.96,Democrat
585,CA,California,West,1900,9.0,302318,2.16,9.65,33591.0,0.93,Republican
586,CO,Colorado,West,1900,4.0,221408,1.58,7.07,55352.0,0.57,Democrat
587,CT,Connecticut,Northeast,1900,6.0,180195,1.29,5.75,30032.0,1.04,Republican
588,DE,Delaware,Border,1900,3.0,41989,0.3,1.34,13996.0,2.24,Republican
589,FL,Florida,Confederate,1900,4.0,39649,0.28,1.27,9912.0,3.16,Democrat
590,GA,Georgia,Confederate,1900,13.0,121410,0.87,3.88,9339.0,3.35,Democrat
591,ID,Idaho,West,1900,3.0,57914,0.41,1.85,19305.0,1.62,Democrat
592,IL,Illinois,Midwest,1900,24.0,1131897,8.09,36.15,47162.0,0.66,Republican
593,IN,Indiana,Midwest,1900,15.0,664094,4.74,21.21,44273.0,0.71,Republican
594,IA,Iowa,Midwest,1900,13.0,530355,3.79,16.94,40797.0,0.77,Republican
595,KS,Kansas,Midwest,1900,10.0,353766,2.53,11.3,35377.0,0.89,Republican
596,KY,Kentucky,Border,1900,13.0,468265,3.35,14.95,36020.0,0.87,Democrat
597,LA,Louisiana,Confederate,1900,8.0,67906,0.49,2.17,8488.0,3.69,Democrat
598,ME,Maine,Northeast,1900,6.0,105693,0.76,3.38,17616.0,1.78,Republican
599,MD,Maryland,Border,1900,8.0,264434,1.89,8.44,33054.0,0.95,Republican
600,MA,Massachusetts,Northeast,1900,15.0,414804,2.96,13.25,27654.0,1.13,Republican
601,MI,Michigan,Midwest,1900,14.0,544379,3.89,17.38,38884.0,0.81,Republican
602,MN,Minnesota,Midwest,1900,9.0,316311,2.26,10.1,35146.0,0.89,Republican
603,MS,Mississippi,Confederate,1900,9.0,59055,0.42,1.89,6562.0,4.77,Democrat
604,MO,Missouri,Border,1900,17.0,683656,4.88,21.83,40215.0,0.78,Democrat
605,MT,Montana,West,1900,3.0,63856,0.46,2.04,21285.0,1.47,Democrat
606,NE,Nebraska,Midwest,1900,8.0,241430,1.72,7.71,30179.0,1.04,Republican
607,NV,Nevada,West,1900,3.0,10196,0.07,0.33,3399.0,9.21,Democrat
608,NH,New Hampshire,Northeast,1900,4.0,92364,0.66,2.95,23091.0,1.36,Republican
609,NJ,New Jersey,Northeast,1900,10.0,401050,2.87,12.81,40105.0,0.78,Republican
610,NY,New York,Northeast,1900,36.0,1548042,11.06,49.44,43001.0,0.73,Republican
611,NC,North Carolina,Confederate,1900,11.0,292518,2.09,9.34,26593.0,1.18,Democrat
612,ND,North Dakota,Midwest,1900,3.0,84216,0.6,2.69,28072.0,1.12,Republican
613,OH,Ohio,Midwest,1900,23.0,1040073,7.43,33.21,45221.0,0.69,Republican
614,OR,Oregon,West,1900,4.0,83251,0.59,2.66,20813.0,1.5,Republican
615,PA,Pennsylvania,Northeast,1900,32.0,1173210,8.38,37.47,36663.0,0.85,Republican
616,RI,Rhode Island,Northeast,1900,4.0,56548,0.4,1.81,14137.0,2.22,Republican
617,SC,South Carolina,Confederate,1900,9.0,50812,0.36,1.62,5646.0,5.55,Democrat
618,SD,South Dakota,Midwest,1900,4.0,96124,0.69,3.07,24031.0,1.3,Republican
619,TN,Tennessee,Confederate,1900,12.0,273860,1.96,8.75,22822.0,1.37,Democrat
620,TX,Texas,Confederate,1900,15.0,423706,3.03,13.53,28247.0,1.11,Democrat
621,UT,Utah,West,1900,3.0,93189,0.67,2.98,31063.0,1.01,Republican
622,VT,Vermont,Northeast,1900,4.0,56212,0.4,1.8,14053.0,2.23,Republican
623,VA,Virginia,Confederate,1900,12.0,264208,1.89,8.44,22017.0,1.42,Democrat
624,WA,Washington,West,1900,4.0,107524,0.77,3.43,26881.0,1.16,Republican
625,WV,West Virginia,Border,1900,6.0,220796,1.58,7.05,36799.0,0.85,Republican
626,WI,Wisconsin,Midwest,1900,12.0,442501,3.16,14.13,36875.0,0.85,Republican
627,WY,Wyoming,West,1900,3.0,24687,0.18,0.79,8229.0,3.81,Republican
628,AL,Alabama,Confederate,1904,11.0,108785,0.8,3.83,9890.0,2.87,Democrat
629,AR,Arkansas,Confederate,1904,9.0,116421,0.86,4.1,12936.0,2.2,Democrat
630,CA,California,West,1904,10.0,331878,2.45,11.68,33188.0,0.86,Republican
631,CO,Colorado,West,1904,5.0,243667,1.8,8.58,48733.0,0.58,Republican
632,CT,Connecticut,Northeast,1904,7.0,191128,1.41,6.73,27304.0,1.04,Republican
633,DE,Delaware,Border,1904,3.0,43856,0.32,1.54,14619.0,1.94,Republican
634,FL,Florida,Confederate,1904,5.0,38705,0.29,1.36,7741.0,3.67,Democrat
635,GA,Georgia,Confederate,1904,13.0,130986,0.97,4.61,10076.0,2.82,Democrat
636,ID,Idaho,West,1904,3.0,72578,0.54,2.55,24193.0,1.17,Republican
637,IL,Illinois,Midwest,1904,27.0,1076499,7.96,37.89,39870.0,0.71,Republican
638,IN,Indiana,Midwest,1904,15.0,682185,5.04,24.01,45479.0,0.62,Republican
639,IA,Iowa,Midwest,1904,13.0,486093,3.59,17.11,37392.0,0.76,Republican
640,KS,Kansas,Midwest,1904,10.0,328561,2.43,11.56,32856.0,0.86,Republican
641,KY,Kentucky,Border,1904,13.0,435946,3.22,15.34,33534.0,0.85,Democrat
642,LA,Louisiana,Confederate,1904,9.0,53908,0.4,1.9,5990.0,4.74,Democrat
643,ME,Maine,Northeast,1904,6.0,97023,0.72,3.41,16170.0,1.76,Republican
644,MD,Maryland,Border,1904,8.0,224229,1.66,7.89,28029.0,1.01,Republican
645,MA,Massachusetts,Northeast,1904,16.0,445109,3.29,15.67,27819.0,1.02,Republican
646,MI,Michigan,Midwest,1904,14.0,525027,3.88,18.48,37502.0,0.76,Republican
647,MN,Minnesota,Midwest,1904,11.0,292860,2.17,10.31,26624.0,1.07,Republican
648,MS,Mississippi,Confederate,1904,10.0,58721,0.43,2.07,5872.0,4.84,Democrat
649,MO,Missouri,Border,1904,18.0,643861,4.76,22.66,35770.0,0.79,Republican
650,MT,Montana,West,1904,3.0,64444,0.48,2.27,21481.0,1.32,Republican
651,NE,Nebraska,Midwest,1904,8.0,225732,1.67,7.94,28216.0,1.01,Republican
652,NV,Nevada,West,1904,3.0,12115,0.09,0.43,4038.0,7.04,Republican
653,NH,New Hampshire,Northeast,1904,4.0,90161,0.67,3.17,22540.0,1.26,Republican
654,NJ,New Jersey,Northeast,1904,12.0,432547,3.2,15.22,36046.0,0.79,Republican
655,NY,New York,Northeast,1904,39.0,1617770,11.96,56.94,41481.0,0.68,Republican
656,NC,North Carolina,Confederate,1904,12.0,207818,1.54,7.31,17318.0,1.64,Democrat
657,ND,North Dakota,Midwest,1904,4.0,70014,0.52,2.46,17504.0,1.62,Republican
658,OH,Ohio,Midwest,1904,23.0,1004393,7.43,35.35,43669.0,0.65,Republican
659,OR,Oregon,West,1904,4.0,90154,0.67,3.17,22538.0,1.26,Republican
660,PA,Pennsylvania,Northeast,1904,34.0,1236738,9.14,43.53,36375.0,0.78,Republican
661,RI,Rhode Island,Northeast,1904,4.0,68656,0.51,2.42,17164.0,1.66,Republican
662,SC,South Carolina,Confederate,1904,9.0,55118,0.41,1.94,6124.0,4.64,Democrat
663,SD,South Dakota,Midwest,1904,4.0,101395,0.75,3.57,25349.0,1.12,Republican
664,TN,Tennessee,Confederate,1904,12.0,242750,1.79,8.54,20229.0,1.4,Democrat
665,TX,Texas,Confederate,1904,18.0,234008,1.73,8.24,13000.0,2.19,Democrat
666,UT,Utah,West,1904,3.0,101672,0.75,3.58,33891.0,0.84,Republican
667,VT,Vermont,Northeast,1904,4.0,51888,0.38,1.83,12972.0,2.19,Republican
668,VA,Virginia,Confederate,1904,12.0,130410,0.96,4.59,10868.0,2.61,Democrat
669,WA,Washington,West,1904,5.0,145151,1.07,5.11,29030.0,0.98,Republican
670,WV,West Virginia,Border,1904,7.0,239986,1.77,8.45,34284.0,0.83,Republican
671,WI,Wisconsin,Midwest,1904,13.0,443441,3.28,15.61,34111.0,0.83,Republican
672,WY,Wyoming,West,1904,3.0,30708,0.23,1.08,10236.0,2.78,Republican
