,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Population per EC vote,Average weight,State count,States in group
205,Midwest,1992,123.0,27092143,23841086.0,25.94,139.58,220261.0,0.88,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
206,Northeast,1992,103.0,21290426,20013000.0,20.39,109.69,206703.0,0.94,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
207,Small,1992,24.0,2320253,4663709.0,2.22,11.95,96677.0,2.01,8,"AK,DE,DC,MT,ND,SD,VT,WY"
208,South,1992,178.0,33107728,34432037.0,31.71,170.57,185998.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
209,West,1992,110.0,20613373,21437908.0,19.74,106.2,187394.0,1.04,10,"AZ,CA,CO,HI,ID,NV,NM,OR,UT,WA"
210,Midwest,1996,123.0,24363175,21926858.0,25.31,136.14,198075.0,0.9,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
211,Northeast,1996,103.0,19342809,18375669.0,20.09,108.09,187794.0,0.95,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
212,Small,1996,24.0,2165709,4288104.0,2.25,12.1,90238.0,1.98,8,"AK,DE,DC,MT,ND,SD,VT,WY"
213,South,1996,178.0,31299697,31925691.0,32.51,174.91,175841.0,1.02,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
214,West,1996,110.0,19104011,19677131.0,19.84,106.76,173673.0,1.03,10,"AZ,CA,CO,HI,ID,NV,NM,OR,UT,WA"
215,Midwest,2000,123.0,26361367,23988844.0,25.01,134.55,214320.0,0.91,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
216,Northeast,2000,103.0,20714863,20093417.0,19.65,105.73,201115.0,0.97,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
217,Small,2000,24.0,2343257,4709947.0,2.22,11.96,97636.0,2.01,8,"AK,DE,DC,MT,ND,SD,VT,WY"
218,South,2000,178.0,34877071,34877071.0,33.09,178.02,195939.0,1.0,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
219,West,2000,110.0,21108542,21530713.0,20.03,107.74,191896.0,1.02,10,"AZ,CA,CO,HI,ID,NV,NM,OR,UT,WA"
220,Midwest,2004,118.0,30239092,26912792.0,24.73,133.03,256263.0,0.89,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
221,Northeast,2004,98.0,23119098,22194334.0,18.9,101.71,235909.0,0.96,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
222,Small,2004,24.0,2622604,5455016.0,2.14,11.54,109275.0,2.08,8,"AK,DE,DC,MT,ND,SD,VT,WY"
223,South,2004,183.0,41512723,41512723.0,33.94,182.62,226845.0,1.0,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
224,West,2004,115.0,24801329,26041395.0,20.28,109.11,215664.0,1.05,10,"AZ,CA,CO,HI,ID,NV,NM,OR,UT,WA"
225,Midwest,2008,118.0,31376808,28866663.0,23.89,128.55,265905.0,0.92,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
226,Northeast,2008,98.0,24164121,23922480.0,18.4,99.0,246573.0,0.99,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
227,Small,2008,24.0,2773064,5851165.0,2.11,11.36,115544.0,2.11,8,"AK,DE,DC,MT,ND,SD,VT,WY"
228,South,2008,183.0,46019182,44638607.0,35.05,188.54,251471.0,0.97,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
229,West,2008,115.0,26980645,28059871.0,20.55,110.54,234614.0,1.04,10,"AZ,CA,CO,HI,ID,NV,NM,OR,UT,WA"
230,Midwest,2012,112.0,30477204,26819940.0,23.61,127.02,272118.0,0.88,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
231,Northeast,2012,93.0,23072049,22379888.0,17.87,96.16,248087.0,0.97,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
232,Small,2012,24.0,2727021,5754014.0,2.11,11.37,113626.0,2.11,8,"AK,DE,DC,MT,ND,SD,VT,WY"
233,South,2012,190.0,46083940,45623101.0,35.7,192.07,242547.0,0.99,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
234,West,2012,119.0,26725192,28595955.0,20.7,111.38,224581.0,1.07,10,"AZ,CA,CO,HI,ID,NV,NM,OR,UT,WA"
235,Midwest,2016,112.0,30891381,28420071.0,22.6,121.6,275816.0,0.92,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
236,Northeast,2016,93.0,24687310,23699818.0,18.06,97.18,265455.0,0.96,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
237,Small,2016,24.0,2856206,6083719.0,2.09,11.24,119009.0,2.13,8,"AK,DE,DC,MT,ND,SD,VT,WY"
238,South,2016,190.0,49206652,48222519.0,36.0,193.7,258982.0,0.98,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
239,West,2016,119.0,29027688,30188796.0,21.24,114.27,243930.0,1.04,10,"AZ,CA,CO,HI,ID,NV,NM,OR,UT,WA"
240,Midwest,2020,107.0,33192708,31533073.0,20.96,112.75,310212.0,0.95,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
241,Northeast,2020,89.0,26839076,26302294.0,16.95,91.17,301563.0,0.98,7,"CT,MA,NH,NJ,NY,PA,RI"
242,Small,2020,28.0,5016371,8226848.0,3.17,17.04,179156.0,1.64,10,"AK,DE,DC,ME,MT,NE,ND,SD,VT,WY"
243,South,2020,190.0,57466271,55742283.0,36.28,195.21,302454.0,0.97,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
244,West,2020,119.0,35867112,35149770.0,22.65,121.84,301404.0,0.98,10,"AZ,CA,CO,HI,ID,NV,NM,OR,UT,WA"
