,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Population per EC vote,Average weight,State count,States in group
205,Border,1988,36.0,5783414,6130419.0,6.31,33.97,160650.0,1.06,4,"KY,MD,MO,WV"
206,Confederate,1988,138.0,23253576,23486112.0,25.39,136.58,168504.0,1.01,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
207,Postbellum,1988,64.0,8890393,10935183.0,9.71,52.22,138912.0,1.23,11,"AZ,CO,HI,ID,MT,NE,NV,NM,OK,UT,WA"
208,Small,1988,21.0,1673020,3580263.0,1.83,9.83,79668.0,2.14,7,"AK,DE,DC,ND,SD,VT,WY"
209,Union,1988,279.0,51994283,47314798.0,56.77,305.4,186359.0,0.91,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
210,Border,1992,34.0,6552893,6618422.0,6.28,33.76,192732.0,1.01,4,"KY,MD,MO,WV"
211,Confederate,1992,147.0,27555746,28657976.0,26.39,141.97,187454.0,1.04,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
212,Postbellum,1992,62.0,10148651,12076895.0,9.72,52.29,163688.0,1.19,10,"AZ,CO,HI,ID,NE,NV,NM,OK,UT,WA"
213,Small,1992,24.0,2320253,4663709.0,2.22,11.95,96677.0,2.01,8,"AK,DE,DC,MT,ND,SD,VT,WY"
214,Union,1992,271.0,57846380,52640206.0,55.4,298.03,213455.0,0.91,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
215,Border,1996,34.0,5964102,6083384.0,6.19,33.33,175415.0,1.02,4,"KY,MD,MO,WV"
216,Confederate,1996,147.0,26286947,26286947.0,27.3,146.89,178823.0,1.0,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
217,Postbellum,1996,62.0,9590895,11125438.0,9.96,53.6,154692.0,1.16,10,"AZ,CO,HI,ID,NE,NV,NM,OK,UT,WA"
218,Small,1996,24.0,2165709,4288104.0,2.25,12.1,90238.0,1.98,8,"AK,DE,DC,MT,ND,SD,VT,WY"
219,Union,1996,271.0,52267748,48609006.0,54.29,292.08,192870.0,0.93,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
220,Border,2000,34.0,6577683,6643460.0,6.24,33.57,193461.0,1.01,4,"KY,MD,MO,WV"
221,Confederate,2000,147.0,29425051,28836550.0,27.92,150.19,200170.0,0.98,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
222,Postbellum,2000,62.0,10539966,12120961.0,10.0,53.8,169999.0,1.15,10,"AZ,CO,HI,ID,NE,NV,NM,OK,UT,WA"
223,Small,2000,24.0,2343257,4709947.0,2.22,11.96,97636.0,2.01,8,"AK,DE,DC,MT,ND,SD,VT,WY"
224,Union,2000,271.0,56519143,53127994.0,53.62,288.48,208558.0,0.94,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
225,Border,2004,34.0,7669811,7746509.0,6.27,33.74,225583.0,1.01,4,"KY,MD,MO,WV"
226,Confederate,2004,153.0,35110518,34759413.0,28.71,154.46,229481.0,0.99,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
227,Postbellum,2004,65.0,12785138,14830760.0,10.45,56.24,196694.0,1.16,10,"AZ,CO,HI,ID,NE,NV,NM,OK,UT,WA"
228,Small,2004,24.0,2622604,5455016.0,2.14,11.54,109275.0,2.08,8,"AK,DE,DC,MT,ND,SD,VT,WY"
229,Union,2004,262.0,64106775,59619301.0,52.42,282.02,244682.0,0.93,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
230,Border,2008,34.0,8096872,8258809.0,6.17,33.17,238143.0,1.02,4,"KY,MD,MO,WV"
231,Confederate,2008,153.0,39384854,37415611.0,29.99,161.36,257417.0,0.95,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
232,Postbellum,2008,65.0,13854823,15933046.0,10.55,56.76,213151.0,1.15,10,"AZ,CO,HI,ID,NE,NV,NM,OK,UT,WA"
233,Small,2008,24.0,2773064,5851165.0,2.11,11.36,115544.0,2.11,8,"AK,DE,DC,MT,ND,SD,VT,WY"
234,Union,2008,262.0,67204207,63843997.0,51.18,275.34,256505.0,0.95,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
235,Border,2012,33.0,7932300,7932300.0,6.15,33.06,240373.0,1.0,4,"KY,MD,MO,WV"
236,Confederate,2012,160.0,39574091,38386868.0,30.66,164.94,247338.0,0.97,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
237,Postbellum,2012,69.0,14026626,16551419.0,10.87,58.46,203284.0,1.18,10,"AZ,CO,HI,ID,NE,NV,NM,OK,UT,WA"
238,Small,2012,24.0,2727021,5754014.0,2.11,11.37,113626.0,2.11,8,"AK,DE,DC,MT,ND,SD,VT,WY"
239,Union,2012,252.0,64825368,60287592.0,50.22,270.18,257244.0,0.93,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
240,Border,2016,33.0,8228623,8393195.0,6.02,32.39,249352.0,1.02,4,"KY,MD,MO,WV"
241,Confederate,2016,160.0,42333642,40640296.0,30.98,166.65,264585.0,0.96,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
242,Postbellum,2016,69.0,15141976,17564692.0,11.08,59.61,219449.0,1.16,10,"AZ,CO,HI,ID,NE,NV,NM,OK,UT,WA"
243,Small,2016,24.0,2856206,6083719.0,2.09,11.24,119009.0,2.13,8,"AK,DE,DC,MT,ND,SD,VT,WY"
244,Union,2016,252.0,68108790,64022263.0,49.83,268.11,270273.0,0.94,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
245,Border,2020,33.0,8994491,9714050.0,5.68,30.55,272560.0,1.08,4,"KY,MD,MO,WV"
246,Confederate,2020,160.0,49937043,46940820.0,31.53,169.63,312107.0,0.94,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
247,Postbellum,2020,64.0,17552619,18781302.0,11.08,59.62,274260.0,1.07,9,"AZ,CO,HI,ID,NV,NM,OK,UT,WA"
248,Small,2020,28.0,5016371,8226848.0,3.17,17.04,179156.0,1.64,10,"AK,DE,DC,ME,MT,NE,ND,SD,VT,WY"
249,Union,2020,248.0,76881014,73036963.0,48.54,261.15,310004.0,0.95,17,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
